Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Bankruptcies,Purpose,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default
2,-0.7205694310227978,7,0,0.3911093605221536,-0.04508524262413988,-0.13307738168051117,0,0,0,-0.3587080384521617,-0.09076362413833455,-0.7842374276378277,-0.288461835767072,0
1,0.3318597863437056,6,0,-0.8481471683820091,0.09693043132842104,0.33119256027837995,0,0,2,-0.3522149913484007,-0.31474650092809614,-1.2492138965718387,-0.2203229965635812,0
1,-0.20776127709273837,6,0,-0.8481471683820091,-1.5504513865212857,-0.7824928330525895,1,0,0,-0.36058869282980593,-0.7148312071874701,0.35625571102611775,-0.23144770500496747,1
3,-1.1320410008721762,6,0,1.2172803797915954,1.0342338794153234,-0.5936912857320027,0,0,2,-0.36768749119701477,-0.18999276090668368,-0.5640418800538112,-0.22727593933944762,1
1,-0.9090704902401356,2,0,0.3911093605221536,0.11113199872367734,-0.7996012155679854,0,0,6,-0.3624969126801895,-0.5011299036050314,-1.2473364680297094,-0.24952535622222013,1
3,-0.6731288968457678,7,0,-0.6416044135646487,-0.04508524262413988,-0.9006578531109808,0,0,0,-0.3592414303496687,-0.6493758428734084,-0.21412496034457848,-0.2731653616601659,0
2,-0.8669444969171147,0,0,-0.0219761491125673,0.11113199872367734,0.2729303151643061,0,0,0,-0.36647047557557116,0.4665932862400313,-0.5737866282010535,-0.24465829627911365,0
2,-0.09486481601322416,4,0,-0.8481471683820091,0.22474453788572568,-0.8330211518240873,0,0,0,2.76051988315993,-0.6396920355502322,-0.8786452628991842,-0.2251900565066877,0
2,-0.20776127709273837,4,0,-0.22851890392992774,-0.8971792863395054,-0.3862814429083688,1,1,0,-0.3477617892273538,-0.5285075810989495,0.9599830893593954,-0.23144770500496747,1
1,1.198039868583553,6,0,0.3911093605221536,1.4034746316919815,0.35744103756227485,0,0,0,-0.355781274384058,0.41303346302048866,1.706663240971943,-0.22449476222910106,0
2,-0.20776127709273837,6,0,-1.0546899231993696,-0.40012442750554217,-1.0254318647712097,0,0,0,-0.3633500640614733,-0.7478278839923669,0.1360601634421013,-0.23144770500496747,1
2,-0.20776127709273837,2,0,2.6630796635131184,0.3809617792335429,3.8961107536782214,0,0,0,-0.3521405645720044,1.686872562137067,-0.13554116565259697,-0.23144770500496747,1
2,-0.9643176945981957,0,0,-0.4350616587472882,1.8579247883401764,-0.475760627077932,0,0,0,-0.36095117879632876,-0.29478112039759696,-0.37701423671407824,-0.23979123633600716,0
2,-1.2967617416919142,2,0,0.18456660570479316,-1.2238153364303956,-0.6274393279541532,0,0,0,-0.3665311196155978,-0.22173412935487247,-0.9205745003400708,-0.2321429992825541,0
1,5.093628340226727,2,0,-1.0546899231993696,-0.5847448036438715,-1.288994700070033,0,0,2,-0.35961632077892425,-0.9118548426022163,0.15885751002509937,-0.2599547703860197,0
3,-0.07168501070647285,7,0,0.597652115339514,-0.8971792863395054,-0.11179736616821066,0,0,0,-0.3608898456194836,0.1015376607916529,-0.8792710724132273,-0.2460488848342869,0
2,-0.20776127709273837,2,0,-1.4677754328340904,-0.9539855559205298,-0.10209480402934237,0,0,0,-0.35953569177116157,-0.4365711881171898,-1.3011560862374147,-0.23144770500496747,0
1,0.9087727127218402,6,0,0.18456660570479316,-0.7409620449916885,-0.05883168879177988,0,0,0,2.76051988315993,0.4404709171028213,2.1650240093289272,-0.22449476222910106,0
2,-1.6952922544335078,6,0,-1.674318187651451,-0.32911659052926173,-0.6870139969324219,0,0,0,-0.3678363447498074,-0.2838420047177127,-1.0739872326397752,-0.25300182761015333,1
2,-1.113695325946755,2,0,-0.4350616587472882,0.12533356611893312,-1.0548676571538633,0,0,3,-0.3689858249630396,-0.7673150518155487,-1.1992385368075411,4.1203991784098175,1
1,0.0837878285141986,7,0,-0.8481471683820091,-1.1102027972683468,-0.34222149889611664,0,0,0,-0.35229217467207097,-0.9034263436357481,-0.17907962755816578,-0.23631476494807396,0
1,-1.141589159016667,0,0,-1.0546899231993696,-1.465241982149749,-0.6287986240992121,0,0,0,-0.36773090681657933,-0.6096244115776541,-1.3227018137923265,-0.2474394733894602,0
2,-0.20776127709273837,2,0,-1.4677754328340904,-1.0817996624778348,-0.7986637699507034,0,0,0,-0.3675145178555752,-0.5898383608123989,-1.3341451877634,-0.23144770500496747,0
2,-1.1532991642882124,0,0,0.3911093605221536,-0.8971792863395054,-0.4781979856828651,0,0,0,-0.3671816647722472,-0.02471049394012624,0.06561189243267991,-0.2599547703860197,0
1,0.9862389014412941,7,0,-0.6416044135646487,-0.2013024839719571,-0.8331617686666796,0,0,0,2.76051988315993,-0.5316757402849268,-1.3523830650297985,-0.22588535078427432,0
1,-0.400495953600558,0,0,-0.0219761491125673,-0.996590258106298,0.30724082475682585,0,0,0,-0.35540293827071,0.6780230794627126,-0.5445523837593266,-0.243963002001527,0
2,-0.984585011414332,0,0,0.597652115339514,0.7502025315102014,-0.8342398311265539,0,0,0,-0.36953368873373477,-0.7100490801142967,-0.8489640116617123,-0.23353358783772737,0
2,2.413208133569994,6,0,-1.0546899231993696,1.8863279231306889,-0.484385126756926,0,0,0,-0.35999190034499834,-0.048920012248066844,2.2336842531553684,-0.2641265360515396,0
3,0.5862671572816641,0,0,2.0434513990610372,-0.7835667471774566,-0.5799577074388219,0,0,0,-0.3638400403394158,-0.5402237924282244,1.4169134359699955,-0.26621241888429953,0
1,0.06529202531606541,6,0,0.3911093605221536,1.3466683621109572,3.881814708014671,0,0,0,-0.369835530660231,2.451295574783843,-0.7840586249195296,-0.21754181945323464,0
2,-1.1358242333445216,6,0,-1.0546899231993696,1.5880950078303107,-1.0356968942804472,1,1,0,-0.3630854355231753,-0.6921758801783109,-0.802207100826779,-0.243963002001527,0
3,0.3053771590372877,6,0,-0.0219761491125673,-0.5705432362486152,-0.1760592632328891,0,0,0,-0.3637966247198513,-0.3512102198610437,-0.2966424148391165,3.6267402413233025,1
1,-0.20776127709273837,7,0,-0.8481471683820091,-0.5279385340628471,-0.9051575920739342,0,0,2,-0.3649557528485422,-0.5310181978123655,0.4441372470695965,-0.23144770500496747,0
1,-0.20776127709273837,4,0,-0.22851890392992774,1.2472573903441648,-0.11793763496140751,0,0,0,-0.362763608628943,-0.5594120773093328,0.253533549363903,-0.23144770500496747,0
2,1.412963503798224,9,0,-0.0219761491125673,-0.5705432362486152,0.47016887304043065,0,0,0,-0.35946471067885766,0.7505918577981198,0.7659821400060395,-0.22449476222910106,0
2,-0.20776127709273837,2,0,1.4238231346089558,-0.5421401014581031,-0.16743476355389506,1,1,0,-0.36646978643875266,-0.03505184373586383,-0.6643502050190027,-0.23144770500496747,1
2,-0.6900333403531526,6,0,-0.8481471683820091,1.332466794715701,-0.9861060211262315,1,1,0,-0.3648234385793932,-0.6206233038459531,-1.2190856385386217,-0.2696888902722327,1
2,-0.20776127709273837,6,0,1.010737624974235,0.3951633466287992,0.24766615577855725,0,0,0,-0.3632873526109912,0.6637364748316069,-0.2588256399190844,-0.23144770500496747,1
1,1.5161316528059927,0,0,2.0434513990610372,-0.5421401014581031,0.49224571732742084,0,0,0,2.76051988315993,-0.17355419909264994,1.4598260883615213,-0.2217135851187545,0
2,-0.20776127709273837,6,0,-0.22851890392992774,-0.14449621439093244,-0.7462136876637777,1,1,0,-0.36803068133262007,-0.6778892755472051,-0.338124645484258,-0.23144770500496747,0
1,1.549640283275338,7,0,0.18456660570479316,4.215384975952688,1.3202445587917129,0,0,2,-0.35124193016070054,0.6354621485114689,-0.06929475852317912,-0.23979123633600716,0
1,1.9030422372396683,6,0,1.2172803797915954,0.2531476726762383,4.12611303587835,0,0,0,-0.35235833180664544,1.1115826752343008,0.43171045814788384,-0.21823711373082127,0
3,-0.22001174414604738,0,0,-0.6416044135646487,0.8354119358817378,0.7388407869534407,0,0,0,-0.3578879656381651,-0.037741790214523896,0.1470565306174298,-0.25856418183084645,0
1,-0.16428412931530845,0,0,-0.8481471683820091,1.3750714969014695,0.8213828735551173,0,0,0,2.76051988315993,0.21852044431915849,0.22385229812643104,-0.23353358783772737,0
2,-0.7135434278598706,7,0,-0.6416044135646487,-0.8971792863395054,-0.28025634359377904,0,0,0,-0.3708947339502417,0.17261202441669335,-0.472673691003521,-0.2286665278946209,1
2,-0.013855600057764232,6,0,0.3911093605221536,1.1762495533678843,0.5774595239383511,0,0,0,-0.36434517762736496,-0.2715878040927057,-0.20643644345776344,-0.21823711373082127,0
2,-0.4056903918363973,0,0,1.2172803797915954,-0.6557526406201519,0.440217485568272,0,0,0,2.76051988315993,-0.8810101229802476,-0.06607630959381469,-0.22101829084116786,0
1,-0.2218132834185928,0,0,-0.4350616587472882,-0.5847448036438715,0.08914410189617765,0,0,0,-0.35791897679499696,0.3887641681241334,-0.07412243191722576,-0.2307524107273808,0
2,-0.8426837680468361,2,0,0.18456660570479316,0.5371790205813601,-0.3483617676893135,1,0,0,-0.36913950247356164,-0.763130690626522,-0.4438864533575392,-0.2321429992825541,0
2,0.15891201617934342,2,0,0.3911093605221536,-0.07348837741465196,-0.568989593716623,0,0,0,-0.36169062260256263,-0.10200162276029216,-0.5458040027874128,-0.24257241344635372,0
1,0.16017309367012522,6,0,0.597652115339514,-0.669954208015408,-0.33045655639922805,0,0,0,-0.3610779799709299,-0.2138436196841363,-0.012793099541003569,-0.27038418454981933,1
1,-0.6149391783425502,6,0,0.8041948701568745,0.3241555096525187,0.1768421393929051,0,0,0,-0.3594812499625013,0.31069594365457676,-0.3720077606017336,-0.2724700673825793,0
1,-0.9556102547808928,6,0,-0.0219761491125673,-1.0675980950825785,-0.06825301724546358,0,0,0,-0.369122963189918,-0.5646724170898236,-1.040372321599747,-0.21962770228599457,0
1,4.554337558990249,2,1,0.8041948701568745,0.06852729653790895,0.6004738138426232,2,0,0,-0.3516967604609003,1.03512841865194,0.21768360434514922,-0.24883006194463347,1
2,0.39305207030116573,9,0,2.6630796635131184,1.644901277411335,3.9359521924127043,0,0,0,-0.36209101109410213,1.626916643957155,2.048355235639467,-0.22379946795151442,0
1,0.2897638186752272,6,0,0.8041948701568745,-0.6841557754106641,-0.786055126398261,0,0,6,-0.37010429401943995,-0.3307666266232272,1.6172618818229312,-0.2641265360515396,0
2,-1.5221343046873488,2,0,-0.8481471683820091,-1.2238153364303956,-0.951936128376304,0,0,0,-0.36778190294114715,-0.749800511410051,-1.5752606533882854,-0.2370100592256606,0
1,-0.38509279282029446,6,0,1.6303658894263162,0.02592259435214058,-0.0035223973721441844,0,0,0,-0.35833039147563217,0.19144164976731382,0.7558797864222011,-0.26343124177395294,1
3,-0.20776127709273837,6,0,-0.0219761491125673,-0.10189151220516404,0.07250444218942284,0,0,0,-0.359385459944732,-0.8475950100564481,0.6465419241829595,-0.23144770500496747,0
1,-0.5573799985847233,6,0,-0.0219761491125673,-0.04508524262413988,1.676052042831081,0,0,2,-0.3547434343354203,-0.4732142368153814,-0.8230376175084988,-0.2203229965635812,0
2,-0.07690947459685461,2,0,-1.0546899231993696,-0.32911659052926173,-0.6809206004200892,0,0,0,-0.3663347156223297,-0.4775779277696522,-0.3806796924391877,-0.23005711644979418,0
2,-1.3186804695078838,0,0,-0.0219761491125673,0.011721026956884288,-0.3341125943066277,0,0,0,-0.36854408826239105,-0.05818538345234041,-0.8957209224966456,-0.24465829627911365,0
3,1.3442347805506154,7,0,4.108878947234642,1.8437232209449206,2.179378538069912,0,0,0,-0.3481814735498109,5.581377073941112,2.00684491792524,-0.23770535350324723,0
1,-0.20776127709273837,2,1,-0.8481471683820091,1.020032312020067,-1.0990213457278437,1,0,6,-0.3593406660515305,-0.827988289056437,0.9412088039381029,-0.23144770500496747,0
2,0.20611234512003393,7,0,-1.26123267801673,0.43776804881456705,0.45338859649108354,0,0,0,-0.35697968331140256,-0.05190884166880025,0.3402528677384446,-0.21893240800840794,0
2,2.784054992823473,2,1,0.597652115339514,1.502885603458774,0.7341066865861667,3,0,0,2.76051988315993,0.19759863837402464,1.0254248842564722,-0.2251900565066877,0
2,-0.20776127709273837,4,0,0.8041948701568745,0.15373670090944522,-0.03600488801096413,0,0,6,-0.3473662246935437,-0.8255374489314355,-0.8671124875689618,-0.23144770500496747,0
2,-1.311474312417702,7,0,-0.8481471683820091,-1.1812106342446274,-0.9361870420059671,0,0,0,-0.3664656516178418,-0.7395189382027281,-0.9481995203171155,-0.22588535078427432,1
2,0.4758327998746287,0,0,2.0434513990610372,-0.1728993491814445,-0.2571483091277787,0,0,0,-0.36167270504528204,-0.4420706342513393,0.38334432284826836,-0.23840064778083386,0
2,-0.5942815280173624,4,0,-0.4350616587472882,-1.2522184712209077,-0.6023626576918608,0,0,0,-0.3620448389272637,-0.38474488596167256,-0.9390805816839163,-0.23283829356014074,1
1,-0.9987571203583561,6,0,-0.0219761491125673,-0.40012442750554217,0.07414497201966627,0,0,0,-0.3671258446899499,0.6249414689504873,0.051397076327987005,-0.25091594477739343,0
1,-0.2646899181051743,9,0,1.2172803797915954,0.19634140309521358,-0.9074543338362749,0,0,9,-0.3684972269587341,-0.8393458408552239,0.2557685833426283,-0.22101829084116786,0
1,-0.3893564357653187,2,0,-0.8481471683820091,-1.0391949602920663,-0.2191817616278593,0,0,0,-0.3582690582987871,-0.6839864875655013,-1.1738485508092218,-0.22240887939634113,0
2,-0.37896755929364,6,0,-0.0219761491125673,-0.6273495058296397,0.6330969213240355,0,0,0,-0.37052191093144154,0.7084493629657787,0.7488170790494292,-0.2370100592256606,1
2,-0.20776127709273837,7,0,-0.22851890392992774,-1.5220482517307736,-0.7436357122162524,0,0,0,-0.36175609060031866,-0.7978011119070295,-0.9562456426405266,-0.23144770500496747,1
3,-0.7907994369975275,6,0,-0.6416044135646487,0.011721026956884288,-0.6869671246515577,0,0,0,2.76051988315993,-0.5601891729587236,-0.22074066092160535,-0.2321429992825541,0
2,1.318202538062334,4,0,0.3911093605221536,-0.8971792863395054,0.7472777975089783,0,0,0,2.76051988315993,1.3006560243898961,0.7866338539694613,-0.2571735932756732,0
1,1.184288118803123,0,0,-1.26123267801673,1.0058307446248107,-0.023396244458521755,0,0,0,-0.3476074225800133,0.6101766516120642,0.6544092437880725,-0.26134535894119304,1
2,-0.8540935167729573,4,0,-0.4350616587472882,-0.7267604775964324,-1.0546332957495428,0,0,0,-0.368477241990998,-0.8386285217942478,-0.5341818260980412,-0.24187711916876709,0
2,-0.6909641356439677,4,0,-0.22851890392992774,-0.45693069708656664,-0.055363140007836625,0,0,0,-0.369834152386594,0.08246892908737376,-0.37433219593960787,-0.2203229965635812,0
1,-0.33954387487943727,6,0,1.010737624974235,3.107662719122713,0.061958178995000786,0,0,0,2.76051988315993,0.3027456573954259,0.7641941128230593,-0.2592594761084331,0
1,-1.386688577046474,2,0,0.8041948701568745,1.4886840360635183,0.39873551700354526,0,0,0,-0.3699044443420794,-0.7891932831753172,-1.1717029181896454,-0.22101829084116786,1
1,-0.20776127709273837,0,0,-0.8481471683820091,-0.6841557754106641,-0.4189045503897811,0,0,2,-0.35711268671737006,0.17673660901730545,0.6442174888450852,-0.23144770500496747,0
1,0.5767189991371733,0,0,-0.4350616587472882,0.09693043132842104,-0.7996949601297135,0,0,0,-0.36513561755816665,-0.523725454025776,-0.2188632323794761,-0.2460488848342869,1
1,0.4781147496198529,2,0,0.18456660570479316,0.19634140309521358,1.07594479794152,0,0,0,-0.35756131478620345,8.255064320552389,2.175930975145107,-0.2696888902722327,0
2,1.226233958198889,4,0,0.8041948701568745,-0.42852756229605427,-0.009850155288797421,0,0,0,-0.34973409880185646,-0.044018331998064056,0.35911655451888613,-0.2696888902722327,1
2,-0.610675535397526,4,0,0.3911093605221536,-0.5421401014581031,-0.8354116381481563,0,0,0,-0.3620655130318182,-0.8106530784161832,-0.24443202109609352,-0.22449476222910106,1
2,0.005811203667523484,6,0,-1.0546899231993696,2.454390618940933,0.24316641681560383,0,0,0,-0.3650680821499552,0.16675391875205586,-0.742486992915239,-0.2217135851187545,0
3,-0.13371801299112082,6,0,-0.0219761491125673,0.054325729142652664,1.3327594577824269,0,0,0,-0.3583579569483716,0.7365443595206728,-0.31666831928849515,-0.24465829627911365,1
2,-0.8691063440441692,6,0,-0.22851890392992774,-0.11609307960042034,-0.12253111848608912,0,0,0,-0.3598299531926545,0.27823725614541195,-0.61482185205045,-0.2404865306135938,0
2,-0.34984267438748873,2,0,0.3911093605221536,-1.0533965276873225,-1.0778819470581356,0,0,0,-0.3683952347095984,-0.7139943349496647,0.8462645605218522,-0.22797123361703425,0
2,-0.20776127709273837,0,0,-1.26123267801673,-1.8202811670311514,-0.7288240714631974,0,0,0,-0.3617057836125693,-0.4918047558123432,-0.8380570458455329,-0.23144770500496747,0
2,0.5562114770846978,7,0,1.010737624974235,-0.49953539927233476,0.5427740360989185,0,0,0,-0.3472504497080383,1.2372928406703478,2.342217503162269,4.155163892289149,1
1,-0.20776127709273837,6,0,0.8041948701568745,-0.27231032094823754,-0.3889531629176224,0,0,0,-0.35711337585418856,-0.2748157398670978,0.7469396505072999,-0.23144770500496747,0
1,-0.20776127709273837,2,0,2.2499941538783976,-1.3516294429877003,0.8282730988421397,0,0,0,-0.36786735590663927,0.18982768188011778,0.335782799780994,-0.23144770500496747,1
2,-0.20776127709273837,2,0,-1.4677754328340904,-0.8971792863395054,0.12125161428808481,0,0,2,-0.367989333123511,-0.36149179306836665,-0.7200472517688371,-0.23144770500496747,0
1,0.8159634145312077,6,0,1.6303658894263162,0.5229774531861038,0.5597418017717221,0,0,0,-0.3622122991741554,0.33066132418507593,0.6257114075012398,-0.23144770500496747,0
1,-0.20776127709273837,2,0,1.4238231346089558,-0.13029464699567664,1.538810004461002,0,0,6,-0.3698217479238613,1.4719159501979204,2.2160721854030134,-0.23144770500496747,0
2,-0.20776127709273837,9,0,-0.6416044135646487,-0.27231032094823754,-0.7854926590278919,0,0,0,-0.367211297655442,-0.551641120815426,-0.5115632822333412,-0.23144770500496747,0
2,-0.20776127709273837,7,0,-0.22851890392992774,-1.2806216060114197,-0.1991672976988894,0,0,0,-0.3615934543111563,-0.4240181045501095,0.15340402711700965,-0.23144770500496747,1
2,-0.20776127709273837,2,0,-0.6416044135646487,-1.8202811670311514,-0.3242694153251671,0,0,0,-0.35506181554556016,-0.3729688980439829,-0.26991140845356193,-0.23144770500496747,0
1,1.7354690592384001,9,0,1.4238231346089558,0.06852729653790895,-0.4662924263433842,0,0,0,-0.36078716423352947,-0.4240181045501095,0.6306284822544354,-0.24535359055670028,0
3,-0.20776127709273837,6,0,-0.22851890392992774,-0.6131479384343835,-0.8249122472345983,1,1,0,-0.36510116071724247,-0.4531293031080529,0.49178817149601983,-0.23144770500496747,1
2,-1.01007679212085,6,0,0.18456660570479316,1.19045112076314,2.0505615669352246,0,0,0,-0.3702083536790311,0.2934205096027377,-1.0002311113418405,-0.22797123361703425,0
2,-0.27519889719502266,6,0,0.18456660570479316,1.19045112076314,-0.8043821882161234,1,1,0,-0.3649998576049252,-0.5447070365593245,-0.629126069514292,-0.24187711916876709,0
2,-0.20776127709273837,6,0,1.2172803797915954,-1.1812106342446274,0.61805091916666,0,0,2,-0.3539571292255295,-0.2308799473823167,-0.4536312015047815,-0.23144770500496747,1
2,-0.13566968053637837,2,0,-0.4350616587472882,-0.5421401014581031,0.03786582663085439,0,0,3,-0.3637911116253034,0.10177676714531157,-0.9393487857613634,-0.22797123361703425,1
1,0.033765088046520224,7,0,0.597652115339514,0.5939852901623843,-0.5807545362135116,1,1,0,2.76051988315993,-0.29496045016284095,0.3482095887027067,-0.2877665414894854,0
2,-0.20776127709273837,2,0,-0.8481471683820091,-1.578854521311798,-1.142190716403678,0,0,0,-0.36922426630223526,-0.775743550782017,-0.9918273835818334,-0.23144770500496747,0
1,-0.20776127709273837,2,0,-0.0219761491125673,-0.34331815792451775,0.152890403871351,0,0,0,-0.357291862290176,-0.33811914699823137,0.34204089492142487,-0.23144770500496747,1
2,-0.2619876091963561,6,0,0.597652115339514,-0.47113226448182266,-0.6255644367195894,1,1,0,-0.36479036001210596,-0.7003054962027058,-0.9360409354728499,-0.23422888211531404,1
2,-0.0030163387679491695,9,0,1.010737624974235,-0.24390718615772497,0.589833806086473,0,0,0,-0.3578672915336106,0.28857860594114954,1.299887056843939,-0.22727593933944762,0
3,0.6338277940768637,6,0,-1.674318187651451,0.6507915597434084,-0.9580295248886368,0,0,0,-0.3479278712006086,-0.6518266829984098,0.19175721019193576,-0.23770535350324723,0
1,0.9778317181694154,6,0,1.6303658894263162,0.40936491402405495,-0.9186099366819304,0,0,0,-0.3684751745805426,-0.5632377789678716,1.009690245046246,-0.22379946795151442,0
1,-0.20776127709273837,4,0,-0.4350616587472882,0.02592259435214058,-0.8732844410863475,0,0,0,-0.36785426230708806,-0.6149445279465596,-0.592471512263197,-0.23144770500496747,0
2,-0.7046258084607706,0,0,-0.22851890392992774,0.23894610528098198,-0.8723001231882015,1,1,0,-0.36865090446925614,-0.5462014512696912,0.3963969212840241,-0.2592594761084331,0
2,-0.20776127709273837,9,0,-0.4350616587472882,0.2531476726762383,-0.20076095524826876,0,0,0,-0.36138740240242945,-0.02506915347061425,-0.577362682567014,-0.23144770500496747,0
1,0.3344419926343541,6,0,0.597652115339514,0.02592259435214058,1.2337183283165878,0,0,0,2.76051988315993,1.700561400884026,1.577657079719919,-0.23353358783772737,0
2,-0.8216958355216818,7,0,-1.0546899231993696,-0.9397839885252738,-0.9867622330583289,0,0,0,-0.3692263337126907,-0.6998272834953884,-1.2671835697607903,-0.23492417639290067,0
2,-0.4032282881639186,0,0,-0.0219761491125673,0.9348229076485303,-0.05545688456956482,0,0,0,-0.361585873806153,-0.14258992629385184,-0.3984705629098411,-0.22449476222910106,0
3,-0.13410834650017234,2,0,0.18456660570479316,-0.22970561876246917,1.439347024467386,0,0,0,-0.35573372394358255,1.659494884643149,-0.09969122063384318,-0.24257241344635372,1
1,1.1508395396428626,6,0,2.6630796635131184,1.6733044122018474,3.4190446790434312,0,0,0,-0.34763154236866023,2.420510631750289,2.821766393637569,-0.23422888211531404,0
2,-0.20776127709273837,2,0,0.597652115339514,-0.04508524262413988,1.8924144912997576,0,0,0,-0.35553456340304057,0.15115222917582746,-0.5265827105703752,-0.23144770500496747,1
2,-0.5506242263126779,6,0,0.18456660570479316,1.9431341927117132,-0.7720403144198957,1,1,0,-0.3677274611324869,-0.6329970576477894,-0.11059818645002263,-0.24465829627911365,0
2,-0.20776127709273837,2,0,0.597652115339514,-0.35751972531977383,-0.6348920206115448,0,0,0,-0.3697204448115441,-0.7224826105045477,-0.8702415351391771,-0.23144770500496747,0
1,0.24190292533460334,6,0,-0.22851890392992774,-0.3717212927150301,-0.4951188790748045,0,0,0,-0.3634885805619887,-0.16572346601032842,0.9449636610223614,4.315081576134077,1
1,-0.8905746870420024,0,0,-0.8481471683820091,-1.6782654930785905,-0.9724193151139149,1,1,2,-0.36364225807251077,-0.8400033833277852,-0.029600555061017813,-0.23422888211531404,1
1,0.08630998349576222,6,0,-0.0219761491125673,-0.07348837741465196,-0.6776395407596023,0,0,0,-0.3563401643438489,-0.43860359212328853,0.11522964676038154,-0.26551712460671284,0
1,-0.9341118861285171,2,0,0.18456660570479316,-1.0533965276873225,-0.7785086891791413,1,1,0,-0.36608386982040136,-0.498499733714786,0.07982670853737281,-0.2599547703860197,0
1,-0.11594282550200581,7,0,-0.0219761491125673,-0.25810875355298124,-0.5392256953679208,0,0,0,-0.36165409835118295,-0.42993598680316164,-0.09450594180320049,-0.22379946795151442,0
2,1.6825338302801065,6,0,-0.8481471683820091,1.8579247883401764,-0.06211274845226674,0,0,0,2.76051988315993,0.6120895024413336,1.4095825245197764,-0.23144770500496747,0
1,-0.08783881285029695,6,0,0.18456660570479316,1.4318777664824935,0.04433420139009992,0,0,0,-0.36376216787892707,-0.31504538387016945,-0.554386533265718,-0.22936182217220755,0
2,-0.20776127709273837,6,0,-0.22851890392992774,-0.13029464699567664,0.341738823472802,0,0,0,-0.3664904605433072,0.5979822275754719,0.14106663955444598,-0.23144770500496747,0
2,-0.5107201314257964,6,0,2.2499941538783976,0.48037275100033544,2.9276356864642272,0,0,0,2.76051988315993,0.1744053220691334,0.07499903514332616,-0.2251900565066877,0
2,-1.2299246346804784,6,0,1.4238231346089558,-0.7835667471774566,-1.1465498385240391,0,0,0,2.76051988315993,-0.7603809675594472,-0.7111071158539358,-0.23492417639290067,0
2,-0.6979901388068949,0,0,-0.8481471683820091,-1.0817996624778348,-0.8330680241049514,0,0,0,-0.36447680275969546,-0.6216992824374171,-0.7956808016089012,-0.23840064778083386,0
2,-0.3316471277347798,6,0,-1.4677754328340904,0.6223884249528964,-1.0831316425149145,0,0,0,-0.3686026648919622,-0.8047351961631309,-0.7921047472429407,-0.2676030074394728,0
2,1.3248982590252945,6,0,-0.4350616587472882,0.579783722767128,-0.0821740846621007,0,0,0,-0.3550604372719232,0.12550807274593484,0.4824010287853736,-0.2620406532187797,1
2,-0.09369381548606963,0,0,2.0434513990610372,-1.1812106342446274,0.9401103609838777,0,0,0,-0.3634837566042593,0.3219339422765344,0.16332757798254996,-0.22310417367392776,0
2,-0.6892826989895919,9,0,-0.22851890392992774,-0.44272912969131056,-0.441825095732325,0,0,0,-0.36047912007566685,-0.028117759479762323,-0.3849709576783403,-0.27872771588085904,0
2,-0.6865203387716889,2,0,-0.8481471683820091,-0.25810875355298124,-0.5860511039511547,0,0,0,-0.37017596424856236,-0.5702914164008025,-0.053649520672102026,-0.2321429992825541,1
2,1.1240866814455628,2,0,1.2172803797915954,-0.8687761515489933,0.46351300915772875,0,0,0,-0.35802579300186205,0.21684669984354776,0.4472662946398119,-0.22588535078427432,0
3,-0.2848671579576832,2,0,-0.4350616587472882,-0.8119698819679689,0.9587655287677886,0,0,0,-0.3617678059262329,0.21182546641671565,-0.07734088084659019,-0.22658064506186099,1
1,0.8362607570018863,6,0,-0.4350616587472882,0.2531476726762383,0.18002945449166377,0,0,0,-0.36785839712799895,0.2777590434380946,-0.6842867081092323,-0.22101829084116786,0
1,-0.034182968182985274,6,0,0.597652115339514,1.2898620925299327,-0.4989624061056605,0,0,0,-0.3677681202047775,-0.34158618912628214,1.3507564301997266,-0.24118182489118042,0
1,-0.7441395698386006,6,1,-0.4350616587472882,-0.6841557754106641,-0.009990772131389715,1,0,0,-0.366453247155109,-0.38008231206532844,-1.1738485508092218,-0.22101829084116786,0
1,-0.20776127709273837,2,0,0.18456660570479316,-0.5279385340628471,-0.7946796260772551,3,1,0,-0.3634451649424242,-0.6060975928611887,0.4684544167581277,-0.23144770500496747,0
1,0.8361106287291742,6,0,-0.22851890392992774,3.050856449541688,-0.4034366977046287,1,1,0,2.76051988315993,-0.309904597266508,-1.0916887017512797,-0.22449476222910106,0
2,0.4781147496198529,4,0,-0.0219761491125673,-0.9397839885252738,-1.0521490648637457,0,0,6,-0.368501361779645,-0.6478814281630417,0.7194040318894043,-0.2251900565066877,0
1,1.6015246143246467,6,0,1.6303658894263162,1.9289326253164567,0.5949897569815238,0,0,0,-0.361851880618088,1.1640665198623794,3.101771450492275,-0.24257241344635372,0
1,-1.1174185071100158,2,0,-0.8481471683820091,-1.8202811670311514,-0.9229221865214273,0,0,0,-0.36730777681002985,-0.6317417492910814,-0.48098801740437913,-0.25508771044291323,0
1,-1.2241296833537905,9,0,-0.0219761491125673,0.5371790205813601,-0.1800902793872015,1,0,0,2.76051988315993,-0.6502127151112138,-0.41912227687326287,-0.2286665278946209,0
3,-0.35689870320495837,4,0,-0.0219761491125673,-1.0817996624778348,-0.6150650458060314,0,0,0,-0.3614528704001855,-0.09022563484260254,-0.8154385019808328,-0.271079478827406,0
